# trajectory
# file: 'dataset-seq2.bag'
# topic: '/vrpn_client/raw_transform'
# timestamp tx ty tz qx qy qz qw
1548685811.291425417 0.0824154319 -0.3594172278 1.3046042538 -0.4541729427 -0.5034816772 -0.5080301870 0.5311670810
1548685811.299759417 0.0822518117 -0.3595302236 1.3047213534 -0.4542855893 -0.5034985527 -0.5080366685 0.5310485422
1548685811.308092417 0.0821046101 -0.3596021259 1.3048546386 -0.4544760287 -0.5033986486 -0.5081616703 0.5308606754
1548685811.316425417 0.0818650363 -0.3596624810 1.3049170453 -0.4546664736 -0.5033083277 -0.5083253684 0.5306264646
1548685811.324759417 0.0816944372 -0.3597347288 1.3050440801 -0.4549535221 -0.5032348778 -0.5083456350 0.5304306419
1548685811.333092417 0.0815496475 -0.3598199407 1.3051789099 -0.4551827136 -0.5032964335 -0.5082438228 0.5302731502
1548685811.341425417 0.0813415687 -0.3598827779 1.3052712964 -0.4555015441 -0.5031642320 -0.5082941622 0.5300765452
1548685811.349758417 0.0812021538 -0.3599688235 1.3053823431 -0.4558175312 -0.5031058083 -0.5081384435 0.5300096661
1548685811.358092417 0.0810380037 -0.3600217604 1.3054866580 -0.4561726508 -0.5030289344 -0.5080915050 0.5298220705
1548685811.366425417 0.0808803511 -0.3600788557 1.3055758341 -0.4565081003 -0.5029352339 -0.5080110710 0.5296992134
1548685811.374758417 0.0807255351 -0.3601316079 1.3056379108 -0.4568067941 -0.5028405220 -0.5079795570 0.5295618301
1548685811.383092417 0.0805743221 -0.3601863035 1.3056998756 -0.4570909271 -0.5027235080 -0.5079779389 0.5294292895
1548685811.391425417 0.0804226919 -0.3602311967 1.3057496361 -0.4573593248 -0.5025741301 -0.5079580915 0.5293583560
1548685811.399759417 0.0802731115 -0.3602674242 1.3057795673 -0.4575677157 -0.5024762294 -0.5079800576 0.5292501162
1548685811.408092417 0.0801323378 -0.3602998798 1.3057906205 -0.4577478523 -0.5023714066 -0.5080372230 0.5291389738
1548685811.416425417 0.0799883212 -0.3603245446 1.3057835897 -0.4578559875 -0.5022873192 -0.5081251123 0.5290408434
1548685811.424759417 0.0798456680 -0.3603457781 1.3057671133 -0.4579151076 -0.5021882660 -0.5082163146 0.5289961032
1548685811.433092417 0.0796977399 -0.3603668189 1.3057282868 -0.4579869515 -0.5020996697 -0.5082963122 0.5289411432
1548685811.441425417 0.0795847895 -0.3603250980 1.3056919910 -0.4579914614 -0.5019506438 -0.5085861134 0.5288000925
1548685811.449759417 0.0794538914 -0.3603745410 1.3056226571 -0.4579471326 -0.5018906666 -0.5087706539 0.5287178872
1548685811.458092417 0.0793137994 -0.3603963374 1.3055165929 -0.4578581479 -0.5019700048 -0.5089033752 0.5285918892
1548685811.466425417 0.0792157516 -0.3603770928 1.3054315837 -0.4577132543 -0.5020838805 -0.5090269154 0.5284902583
1548685811.474758417 0.0791037084 -0.3603681248 1.3053208365 -0.4575934182 -0.5022699790 -0.5089745146 0.5284676671
1548685811.483092417 0.0789935005 -0.3603769041 1.3051857956 -0.4573980496 -0.5023760228 -0.5092361035 0.5282839641
1548685811.491425417 0.0788464896 -0.3603622219 1.3050214322 -0.4572196665 -0.5025276662 -0.5092796914 0.5282521341
1548685811.499758417 0.0788009561 -0.3603377385 1.3048757262 -0.4569137425 -0.5026559443 -0.5095977896 0.5280879911
1548685811.508092417 0.0786856536 -0.3603603248 1.3046188519 -0.4569198199 -0.5028771473 -0.5099499349 0.5275319108
1548685811.516425417 0.0785953339 -0.3603695369 1.3043568634 -0.4563948482 -0.5029103721 -0.5101245309 0.5277858118
1548685811.524759417 0.0785045618 -0.3603999817 1.3040319777 -0.4559793355 -0.5031951239 -0.5101307453 0.5278675360
1548685811.533092417 0.0784241757 -0.3604213513 1.3036704279 -0.4555810097 -0.5035754310 -0.5104405662 0.5275491989
1548685811.541425417 0.0783423172 -0.3604503701 1.3033054627 -0.4551706701 -0.5036066431 -0.5106568371 0.5276642918
1548685811.549759417 0.0782704970 -0.3604987709 1.3029416546 -0.4548195824 -0.5036376313 -0.5107356574 0.5278611295
1548685811.558092417 0.0781896030 -0.3605478471 1.3025401597 -0.4543782901 -0.5034536158 -0.5107754340 0.5283779729
1548685811.566425417 0.0780747596 -0.3605907750 1.3020643837 -0.4540460526 -0.5033676800 -0.5109655465 0.5285616058
1548685811.574759417 0.0780111898 -0.3606299637 1.3016122650 -0.4537728077 -0.5033245142 -0.5110825856 0.5287241843
1548685811.583092417 0.0779212595 -0.3606822190 1.3011622923 -0.4535633157 -0.5030991931 -0.5110056684 0.5291925239
1548685811.591425417 0.0778093358 -0.3607011906 1.3006873057 -0.4533272788 -0.5028999106 -0.5110700616 0.5295219074
1548685811.599758417 0.0776929053 -0.3607918930 1.3001331872 -0.4529898874 -0.5027613370 -0.5111362440 0.5298782313
1548685811.608092417 0.0775714873 -0.3608861280 1.2995901896 -0.4527797149 -0.5025618588 -0.5112219279 0.5301643597
1548685811.616425417 0.0774464856 -0.3609269362 1.2990533793 -0.4525390914 -0.5025215238 -0.5111713723 0.5304567060
1548685811.624758417 0.0772287381 -0.3610215409 1.2984240792 -0.4523480907 -0.5023149556 -0.5113257698 0.5306664181
1548685811.633092417 0.0770214321 -0.3611150729 1.2977939868 -0.4522270817 -0.5019642615 -0.5114696649 0.5309626433
1548685811.641425417 0.0768363609 -0.3611884891 1.2972247202 -0.4522776735 -0.5016880859 -0.5114602855 0.5311895583
1548685811.649759417 0.0766619450 -0.3613192898 1.2965465093 -0.4520321589 -0.5014007554 -0.5116039924 0.5315313394
1548685811.658092417 0.0764034152 -0.3613907448 1.2958736777 -0.4519274442 -0.5010544895 -0.5117712170 0.5317858640
1548685811.666425417 0.0763205489 -0.3614189339 1.2951569966 -0.4514212739 -0.5006706511 -0.5124376878 0.5319354742
1548685811.674759417 0.0761062292 -0.3615008619 1.2944904951 -0.4513057827 -0.5003806484 -0.5122998955 0.5324388362
1548685811.683092417 0.0757886944 -0.3613759906 1.2936330894 -0.4508906499 -0.4996203463 -0.5131504839 0.5326853783
