# trajectory
# file: 'dataset-seq1.bag'
# topic: '/vrpn_client/raw_transform'
# timestamp tx ty tz qx qy qz qw
1548685763.040831945 0.2907756111 0.1914960913 1.2381430761 -0.4738460532 -0.4932861788 -0.5169917211 0.5146437836
1548685763.049165945 0.2908023777 0.1913819505 1.2383284481 -0.4740055302 -0.4932983946 -0.5168164321 0.5146612738
1548685763.057498945 0.2908145645 0.1912778819 1.2384954333 -0.4741843843 -0.4932966024 -0.5166665886 0.5146486841
1548685763.065831945 0.2908150312 0.1912506414 1.2386509158 -0.4742979285 -0.4929796752 -0.5163011600 0.5152141565
1548685763.074165945 0.2909328718 0.1909824198 1.2389203012 -0.4744934889 -0.4935272735 -0.5158759343 0.5149357044
1548685763.082498945 0.2909155068 0.1909355280 1.2390689946 -0.4746499744 -0.4934187458 -0.5159418194 0.5148294689
1548685763.090831945 0.2909331234 0.1909094969 1.2391743219 -0.4746256532 -0.4931768896 -0.5156912829 0.5153344017
1548685763.099165945 0.2909710128 0.1907813054 1.2393607142 -0.4747254272 -0.4932303007 -0.5154237227 0.5154590433
1548685763.107498945 0.2910408533 0.1905422685 1.2395863227 -0.4748794397 -0.4936246104 -0.5147132675 0.5156496039
1548685763.115831945 0.2911002794 0.1904018382 1.2397390174 -0.4748594353 -0.4937217486 -0.5146304252 0.5156577131
1548685763.124164945 0.2910878997 0.1903260509 1.2398783259 -0.4749569486 -0.4934735380 -0.5149521837 0.5154842508
1548685763.132498945 0.2911934822 0.1901777736 1.2400553903 -0.4749972668 -0.4937187034 -0.5145576514 0.5156063050
1548685763.140831945 0.2911608255 0.1901145936 1.2401193391 -0.4749228809 -0.4933121856 -0.5148859916 0.5157361344
1548685763.149164945 0.2912542139 0.1898837281 1.2403661589 -0.4750463749 -0.4937002278 -0.5148900623 0.5152467860
1548685763.157498945 0.2912785656 0.1897174207 1.2405039622 -0.4751011439 -0.4940374695 -0.5148052633 0.5149576901
1548685763.165831945 0.2913750060 0.1894673216 1.2406835380 -0.4750579783 -0.4940388101 -0.5144436118 0.5153574891
1548685763.174165945 0.2914049696 0.1893668281 1.2407809762 -0.4750605177 -0.4943766885 -0.5144237340 0.5150508872
1548685763.182498945 0.2914771133 0.1891934034 1.2409109528 -0.4750000071 -0.4942608313 -0.5144944773 0.5151472184
1548685763.190831945 0.2914686676 0.1890657077 1.2410046946 -0.4750377085 -0.4943320707 -0.5145574205 0.5149812039
1548685763.199165945 0.2914855566 0.1889231021 1.2410751699 -0.4749802696 -0.4942464476 -0.5146722703 0.5150015987
1548685763.207498945 0.2914842608 0.1888629580 1.2410804426 -0.4746810774 -0.4938229955 -0.5148325217 0.5155232279
1548685763.215831945 0.2915117583 0.1887130245 1.2411504967 -0.4746657993 -0.4937726429 -0.5149606271 0.5154575721
1548685763.224165945 0.2915827197 0.1884893992 1.2412658961 -0.4747432840 -0.4939614965 -0.5151627258 0.5150031265
1548685763.232498945 0.2915594341 0.1884510843 1.2412755325 -0.4746516718 -0.4937303482 -0.5150022350 0.5154695255
1548685763.240831945 0.2915268542 0.1883152535 1.2412924617 -0.4746942166 -0.4935073644 -0.5153385687 0.5153077154
1548685763.249164945 0.2915275191 0.1882144682 1.2413253416 -0.4746582195 -0.4934306644 -0.5155455181 0.5152073105
1548685763.257498945 0.2915548397 0.1880732310 1.2413661929 -0.4746918786 -0.4933426641 -0.5158001680 0.5150056533
1548685763.265831945 0.2915969702 0.1879349480 1.2413887059 -0.4746926997 -0.4930568136 -0.5159365023 0.5151420629
1548685763.274164945 0.2915850080 0.1878125799 1.2414167812 -0.4747463983 -0.4932133763 -0.5160378581 0.5148410937
1548685763.282498945 0.2915456935 0.1877513835 1.2414072520 -0.4747973210 -0.4929887053 -0.5163667600 0.5146795212
1548685763.290831945 0.2916996559 0.1874722310 1.2415718419 -0.4750202121 -0.4931735409 -0.5160654247 0.5145990032
1548685763.299165945 0.2916974173 0.1874726100 1.2414980415 -0.4749082054 -0.4926802420 -0.5161926547 0.5150471036
1548685763.307498945 0.2917638379 0.1872802831 1.2415580445 -0.4751126752 -0.4928012614 -0.5162065010 0.5147287741
1548685763.315831945 0.2917947507 0.1871770415 1.2415652481 -0.4752251275 -0.4926744229 -0.5161583614 0.5147946554
1548685763.324165945 0.2918126052 0.1870459448 1.2415515787 -0.4752540048 -0.4924411949 -0.5162234833 0.5149258352
1548685763.332498945 0.2918358587 0.1869410094 1.2415037295 -0.4752871128 -0.4922011833 -0.5162847766 0.5150632825
1548685763.340831945 0.2918048422 0.1869028218 1.2414097630 -0.4753087765 -0.4917735815 -0.5166692383 0.5150662188
1548685763.349165945 0.2917659220 0.1869359035 1.2412901499 -0.4752218569 -0.4912401725 -0.5167827204 0.5155413655
1548685763.357498945 0.2918211976 0.1868171038 1.2412981741 -0.4752779384 -0.4911878437 -0.5166680655 0.5156544323
1548685763.365831945 0.2918370140 0.1867071365 1.2412546098 -0.4752654953 -0.4909905332 -0.5168544450 0.5156670320
1548685763.374164945 0.2918835959 0.1865375677 1.2412763545 -0.4753593168 -0.4911383341 -0.5171257045 0.5151676062
1548685763.382498945 0.2918971839 0.1864519389 1.2412065012 -0.4753327646 -0.4910558033 -0.5173239815 0.5150717029
1548685763.390831945 0.2918796712 0.1863813211 1.2410995818 -0.4752338726 -0.4909477715 -0.5176665782 0.5149217084
1548685763.399164945 0.2917777372 0.1864595324 1.2408969451 -0.4749693761 -0.4903409064 -0.5182601194 0.5151469070
1548685763.407498945 0.2918777713 0.1863470498 1.2408559706 -0.4746788824 -0.4905428463 -0.5183244131 0.5151577208
1548685763.415831945 0.2919033608 0.1862538018 1.2407135973 -0.4744120868 -0.4904638012 -0.5185726057 0.5152289629
1548685763.424165945 0.2918843913 0.1862101561 1.2405280647 -0.4740797854 -0.4902406718 -0.5191178218 0.5151981443
1548685763.432498945 0.2919807003 0.1860709758 1.2404273712 -0.4737291758 -0.4903514039 -0.5190810939 0.5154522157
1548685763.440831945 0.2919767974 0.1859615290 1.2403087851 -0.4735105150 -0.4905134223 -0.5194357487 0.5151416094
1548685763.449165945 0.2920378089 0.1858257942 1.2401757635 -0.4731118121 -0.4904459994 -0.5196006305 0.5154057817
1548685763.457498945 0.2920703692 0.1857316230 1.2400465334 -0.4727785582 -0.4907734351 -0.5197000084 0.5152996910
1548685763.465831945 0.2921790502 0.1855939043 1.2399110183 -0.4723728780 -0.4905654501 -0.5197298190 0.5158394310
1548685763.474165945 0.2922242976 0.1854945767 1.2397750829 -0.4719967526 -0.4908550460 -0.5197208240 0.5159172943
1548685763.482498945 0.2922731531 0.1853740989 1.2396247771 -0.4716178837 -0.4908988671 -0.5196919230 0.5162510816
1548685763.490831945 0.2923117887 0.1852800053 1.2394738818 -0.4712390493 -0.4910605926 -0.5195414444 0.5165945609
1548685763.499164945 0.2923515065 0.1851354812 1.2392993906 -0.4708717405 -0.4908152581 -0.5195632335 0.5171404381
1548685763.507498945 0.2923777186 0.1850466856 1.2391902228 -0.4704817990 -0.4911603810 -0.5194623758 0.5172689795
1548685763.515831945 0.2924265108 0.1849281202 1.2390465970 -0.4701257128 -0.4910087563 -0.5193712510 0.5178278855
1548685763.524164945 0.2924521091 0.1847777807 1.2389519176 -0.4698849367 -0.4910817477 -0.5191000553 0.5182489710
1548685763.532498945 0.2924441961 0.1846520481 1.2388167087 -0.4696373676 -0.4910903176 -0.5190072826 0.5185580810
1548685763.540831945 0.2924148023 0.1845435661 1.2386987631 -0.4694515932 -0.4911021723 -0.5189581168 0.5187642345
1548685763.549165945 0.2923719936 0.1844105732 1.2385966630 -0.4693175475 -0.4910866074 -0.5188474479 0.5190108952
1548685763.557498945 0.2923584409 0.1842305342 1.2385284587 -0.4691970467 -0.4912416419 -0.5184870376 0.5193331998
1548685763.565831945 0.2921923334 0.1841641420 1.2383472832 -0.4690680826 -0.4909653536 -0.5188009343 0.5193974837
1548685763.574165945 0.2920395280 0.1841514487 1.2381798404 -0.4689493724 -0.4905208649 -0.5188028888 0.5199224267
1548685763.582498945 0.2919899958 0.1839698310 1.2381756725 -0.4690437346 -0.4906646928 -0.5183629138 0.5201403886
1548685763.590831945 0.2917857621 0.1838704086 1.2380328541 -0.4691031716 -0.4904770754 -0.5186969277 0.5199307167
1548685763.599165945 0.2915642629 0.1837835344 1.2379366932 -0.4691304371 -0.4902472940 -0.5188219208 0.5199981136
1548685763.607498945 0.2914773386 0.1835389100 1.2380116714 -0.4693060493 -0.4904663621 -0.5185983997 0.5198560181
1548685763.615831945 0.2911863661 0.1834236519 1.2379624037 -0.4695493137 -0.4903771859 -0.5189522889 0.5193670950
1548685763.624164945 0.2909958345 0.1832968211 1.2379331191 -0.4696628516 -0.4903212403 -0.5187683759 0.5195009713
1548685763.632498945 0.2907289064 0.1831985424 1.2378549809 -0.4698105174 -0.4900383384 -0.5190405235 0.5193625320
1548685763.640831945 0.2904878402 0.1830276808 1.2378484863 -0.4700624998 -0.4900544872 -0.5189640054 0.5191957310
1548685763.649164945 0.2901165423 0.1829282456 1.2377600462 -0.4703323647 -0.4896343671 -0.5192378404 0.5190739045
