# trajectory
# file: 'dataset-seq6.bag'
# topic: '/vrpn_client/raw_transform'
# timestamp tx ty tz qx qy qz qw
1548689764.104358221 0.0822501070 0.5407478933 1.3424424040 -0.4424591854 -0.5386354537 -0.4689843226 0.5423609705
1548689764.112691221 0.0823412086 0.5407661173 1.3423897355 -0.4424081169 -0.5385766195 -0.4688515237 0.5425758304
1548689764.121024221 0.0824519724 0.5407859272 1.3423797967 -0.4423885082 -0.5386130346 -0.4685657455 0.5428024953
1548689764.129358221 0.0825246450 0.5408047362 1.3423417820 -0.4423442338 -0.5386392232 -0.4683947011 0.5429601919
1548689764.137691221 0.0825538645 0.5408325425 1.3422720454 -0.4422624157 -0.5386058866 -0.4683805065 0.5430721459
1548689764.146024221 0.0825702775 0.5408756010 1.3421909585 -0.4422104670 -0.5384562450 -0.4680068565 0.5435847288
1548689764.154358221 0.0826549967 0.5409219860 1.3421683928 -0.4422557239 -0.5387004702 -0.4678349560 0.5434538913
1548689764.162691221 0.0826576167 0.5409858652 1.3421154136 -0.4422388539 -0.5387471530 -0.4676941529 0.5435425288
1548689764.171025221 0.0826086712 0.5410408021 1.3420371654 -0.4422982183 -0.5387588373 -0.4674757710 0.5436704929
1548689764.179358221 0.0825393338 0.5411101313 1.3419707998 -0.4422408329 -0.5387021215 -0.4672997289 0.5439246578
1548689764.187691221 0.0824553634 0.5411606447 1.3419001054 -0.4423121853 -0.5388363306 -0.4672691260 0.5437599686
1548689764.196025221 0.0823210766 0.5412409838 1.3417988372 -0.4423942021 -0.5388386161 -0.4671448598 0.5437977526
1548689764.204358221 0.0821756330 0.5413241470 1.3416589825 -0.4423847487 -0.5386277145 -0.4669448836 0.5441859931
1548689764.212691221 0.0819431865 0.5414343928 1.3414985861 -0.4425055961 -0.5386275790 -0.4669368150 0.5440947890
1548689764.221025221 0.0817039672 0.5415379735 1.3412939431 -0.4425755408 -0.5384011468 -0.4667765278 0.5443994570
1548689764.229358221 0.0814285816 0.5416222812 1.3411174713 -0.4427418841 -0.5384699184 -0.4663893020 0.5445280434
1548689764.237691221 0.0810942464 0.5417289770 1.3408764595 -0.4430274139 -0.5385355362 -0.4660452614 0.5445254826
1548689764.246024221 0.0806457505 0.5419210843 1.3405724596 -0.4433269452 -0.5382611062 -0.4656831575 0.5448627332
1548689764.254358221 0.0801139858 0.5421601722 1.3401908477 -0.4436505462 -0.5375582678 -0.4652048417 0.5457011608
1548689764.262691221 0.0795664302 0.5423218633 1.3399045007 -0.4443308853 -0.5377258542 -0.4648911703 0.5452496399
1548689764.271024221 0.0787255180 0.5426890904 1.3393513166 -0.4449487605 -0.5362365873 -0.4642252174 0.5467777158
1548689764.279358221 0.0780143257 0.5429504192 1.3389663379 -0.4458490909 -0.5361830481 -0.4629085525 0.5472129376
1548689764.287691221 0.0771294331 0.5432335312 1.3385308877 -0.4468406887 -0.5356013821 -0.4620119324 0.5477312596
1548689764.296025221 0.0761871088 0.5435300064 1.3381490365 -0.4479077800 -0.5351190180 -0.4610350425 0.5481541269
