# trajectory
# file: 'dataset-seq5.bag'
# topic: '/vrpn_client/raw_transform'
# timestamp tx ty tz qx qy qz qw
1548685953.895362072 -0.8764387306 0.3890051274 1.2702659561 -0.3861704871 -0.5370329540 -0.4467792103 0.6023755459
1548685953.903695072 -0.8772029039 0.3884834985 1.2700026069 -0.3863286516 -0.5365221540 -0.4473625394 0.6022963636
1548685953.912028072 -0.8779790244 0.3879786287 1.2697233688 -0.3864231564 -0.5360707328 -0.4479686716 0.6021871660
1548685953.920362072 -0.8788041348 0.3874656226 1.2694292078 -0.3866115575 -0.5356405028 -0.4486319358 0.6019552654
1548685953.928695072 -0.8796222322 0.3869759463 1.2691212173 -0.3867997879 -0.5352123859 -0.4491807239 0.6018058684
1548685953.937028072 -0.8804982197 0.3864829056 1.2688248213 -0.3870915662 -0.5347208465 -0.4498049039 0.6015889660
1548685953.945362072 -0.8813732108 0.3860020309 1.2685115842 -0.3872564566 -0.5343254482 -0.4504469800 0.6013536983
1548685953.953695072 -0.8822531440 0.3855506823 1.2681927547 -0.3874242481 -0.5338577784 -0.4510635767 0.6011987809
1548685953.962028072 -0.8831473243 0.3850936466 1.2678725314 -0.3876625234 -0.5333836552 -0.4516237731 0.6010454325
1548685953.970361072 -0.8840238119 0.3846413322 1.2675682246 -0.3878687129 -0.5330184609 -0.4521710127 0.6008248973
1548685953.978695072 -0.8849294097 0.3841969679 1.2672385260 -0.3880237765 -0.5326634645 -0.4526959997 0.6006442494
1548685953.987028072 -0.8858221212 0.3837453770 1.2669238902 -0.3881559767 -0.5324055966 -0.4531809104 0.6004217525
1548685953.995361072 -0.8867015959 0.3832902671 1.2666112809 -0.3884174654 -0.5322427898 -0.4536737524 0.6000246758
1548685954.003695072 -0.8875819725 0.3828890074 1.2662850011 -0.3884500401 -0.5319939559 -0.4542305592 0.5998029645
1548685954.012028072 -0.8884850361 0.3824993646 1.2659515485 -0.3885516419 -0.5317793972 -0.4547147989 0.5995604606
