# trajectory
# file: 'dataset-seq8.bag'
# topic: '/vrpn_client/raw_transform'
# timestamp tx ty tz qx qy qz qw
1548689857.306308368 0.1581461682 0.0468153483 1.3144068401 0.4791023540 0.4920392304 0.5285685202 -0.4989725941
1548689857.314641368 0.1584688292 0.0468090409 1.3143606960 0.4790796969 0.4918203702 0.5285430818 -0.4992369959
1548689857.322974368 0.1587593286 0.0468380677 1.3142500551 0.4790437243 0.4914862585 0.5284527197 -0.4996959985
1548689857.331308368 0.1590442016 0.0468783162 1.3140828544 -0.4789927532 -0.4911109099 -0.5282614117 0.5003157977
1548689857.339641368 0.1594562766 0.0467610647 1.3139488866 -0.4788527673 -0.4912287864 -0.5277437279 0.5008800899
1548689857.347974368 0.1596203167 0.0468771384 1.3136788554 -0.4788569903 -0.4902704574 -0.5275492580 0.5020185673
1548689857.356308368 0.1597980892 0.0469764741 1.3133690017 -0.4787525497 -0.4894207128 -0.5273419416 0.5031638289
1548689857.364641368 0.1600305546 0.0469823053 1.3130755259 -0.4786974652 -0.4890706516 -0.5269886122 0.5039262220
1548689857.372975368 0.1601550849 0.0471044980 1.3126761919 -0.4784980325 -0.4884619186 -0.5267355938 0.5049695053
1548689857.381308368 0.1603491318 0.0471029370 1.3122962087 -0.4782406348 -0.4886625227 -0.5264113471 0.5053572278
1548689857.389641368 0.1604478901 0.0471440186 1.3118573928 -0.4780057491 -0.4886220471 -0.5261707832 0.5058688623
1548689857.397975368 0.1605141427 0.0472565215 1.3113927221 -0.4777356690 -0.4885780997 -0.5258145736 0.5065363810
1548689857.406308368 0.1604946079 0.0473484227 1.3108062026 -0.4775513653 -0.4884753101 -0.5254496134 0.5071876070
1548689857.414641368 0.1603225922 0.0474643468 1.3101559411 -0.4774139101 -0.4881715062 -0.5253210662 0.5077423721
1548689857.422975368 0.1601457163 0.0475298516 1.3094220353 -0.4771103063 -0.4879690827 -0.5249673093 0.5085875087
1548689857.431308368 0.1599221568 0.0476135501 1.3086624151 -0.4768030588 -0.4876337570 -0.5247664204 0.5094039322
1548689857.439641368 0.1598346199 0.0476812130 1.3077953375 -0.4759602088 -0.4876215873 -0.5242501740 0.5107336119
1548689857.447974368 0.1595003669 0.0477353987 1.3067309087 -0.4751923773 -0.4873510185 -0.5245379157 0.5114109545
1548689857.456308368 0.1591654788 0.0477178102 1.3056891313 -0.4744834708 -0.4870567131 -0.5243926085 0.5124974013
1548689857.464641368 0.1588346270 0.0476843252 1.3045114088 -0.4730044329 -0.4866454116 -0.5249491327 0.5136842005
1548689857.472974368 0.1585168971 0.0475866500 1.3033359396 -0.4716139539 -0.4866580453 -0.5250259819 0.5148708029
1548689857.481308368 0.1579705595 0.0477261160 1.3020242452 -0.4703253808 -0.4861641047 -0.5252194077 0.5163168341
1548689857.489641368 0.1572918504 0.0476109011 1.3006008810 -0.4687995634 -0.4858457095 -0.5259908239 0.5172181059
1548689857.497975368 0.1568304288 0.0474497289 1.2991908005 -0.4669402927 -0.4860298453 -0.5265661400 0.5181407653
1548689857.506308368 0.1559777957 0.0472562365 1.2979022051 -0.4660747997 -0.4857193951 -0.5269533747 0.5188170112
1548689857.514641368 0.1553321922 0.0470847920 1.2962657640 -0.4640553806 -0.4858180379 -0.5280702041 0.5193989770
1548689857.522975368 0.1542673975 0.0468678051 1.2946747415 -0.4629040847 -0.4853023890 -0.5290255661 0.5199359094
1548689857.531308368 0.1536015508 0.0465081933 1.2929033742 -0.4606135852 -0.4854241236 -0.5297305029 0.5211373520
1548689857.539641368 0.1524164921 0.0463045529 1.2911361102 -0.4595877248 -0.4843339933 -0.5310616356 0.5217022574
1548689857.547975368 0.1512129811 0.0459709535 1.2892167786 -0.4582809700 -0.4833037647 -0.5320259070 0.5228235437
1548689857.556308368 0.1497500821 0.0456850341 1.2872740884 -0.4572293129 -0.4813109196 -0.5329973066 0.5245903404
1548689857.564641368 0.1482600101 0.0452697879 1.2854252954 -0.4569848136 -0.4795236827 -0.5335642588 0.5258622440
1548689857.572974368 0.1466461045 0.0447269485 1.2835444454 -0.4570475434 -0.4782483764 -0.5340869789 0.5264381564
1548689857.581308368 0.1447640799 0.0442298936 1.2816096370 -0.4575761535 -0.4761022358 -0.5344674657 0.5275369683
1548689857.589641368 0.1425600800 0.0437199223 1.2797985442 -0.4590501459 -0.4735937525 -0.5347136051 0.5282644050
1548689857.597974368 0.1404983613 0.0431545091 1.2778795429 -0.4601911053 -0.4713693140 -0.5351378643 0.5288313366
1548689857.606308368 0.1383435562 0.0424434146 1.2757749105 -0.4611526626 -0.4698664032 -0.5357665523 0.5286946060
1548689857.614641368 0.1361193673 0.0417676830 1.2736630749 -0.4621878831 -0.4675192255 -0.5368923418 0.5287293710
1548689857.622975368 0.1336527672 0.0410720600 1.2715667708 -0.4633338085 -0.4656523811 -0.5375801481 0.5286749722
1548689857.631308368 0.1306119426 0.0402540906 1.2696790624 -0.4658512440 -0.4626579623 -0.5384649755 0.5281909679
1548689857.639641368 0.1280150436 0.0394502320 1.2675022768 -0.4663221126 -0.4605699168 -0.5393717721 0.5286748817
1548689857.647975368 0.1251488236 0.0386602322 1.2653951459 -0.4671032824 -0.4583220576 -0.5411619043 0.5281090876
1548689857.656308368 0.1221672544 0.0379770372 1.2631450065 -0.4676106810 -0.4559172613 -0.5435602813 0.5272778418
1548689857.664641368 0.1193057002 0.0372453808 1.2609520077 -0.4676018809 -0.4544191725 -0.5453578826 0.5267223904
1548689857.672975368 0.1162034363 0.0363997344 1.2588788142 -0.4680179742 -0.4526369378 -0.5469943462 0.5261902351
1548689857.681308368 0.1131967151 0.0355950605 1.2565438325 -0.4672599974 -0.4512220451 -0.5488896327 0.5261054381
1548689857.689641368 0.1102861159 0.0349338549 1.2543068006 -0.4661524593 -0.4498839088 -0.5506540552 0.5263900310
1548689857.697974368 0.1073859083 0.0342252731 1.2519738254 -0.4641813565 -0.4490183449 -0.5529424707 0.5264720489
1548689857.706308368 0.1040979617 0.0336953228 1.2496673967 -0.4627489988 -0.4476633004 -0.5549024407 0.5268246528
1548689857.714641368 0.1008848292 0.0329134886 1.2475101853 -0.4611677080 -0.4476434946 -0.5565494849 0.5264905674
1548689857.722974368 0.0975587981 0.0322456122 1.2451122951 -0.4587450684 -0.4477059973 -0.5587029124 0.5262730830
1548689857.731308368 0.0944570236 0.0315616761 1.2429314214 -0.4564612470 -0.4481191652 -0.5601779567 0.5263392447
1548689857.739641368 0.0911482077 0.0310297104 1.2408196585 -0.4545346005 -0.4491338359 -0.5615754139 0.5256521178
1548689857.747975368 0.0876235442 0.0303817652 1.2386984167 -0.4526305480 -0.4498697354 -0.5626477709 0.5255190711
1548689857.756308368 0.0835394498 0.0294642924 1.2368913998 -0.4523873838 -0.4511206765 -0.5623799388 0.5249424680
1548689857.764641368 0.0800638635 0.0291787185 1.2345670295 -0.4503690878 -0.4522460493 -0.5638005560 0.5241852046
1548689857.772975368 0.0760651828 0.0286251480 1.2324287709 -0.4493988876 -0.4531966233 -0.5639613220 0.5240239382
1548689857.781308368 0.0716305690 0.0281779947 1.2302992171 -0.4490747828 -0.4526720919 -0.5648355509 0.5238135327
1548689857.789641368 0.0674232975 0.0276764534 1.2282486828 -0.4485373606 -0.4528781708 -0.5648878434 0.5240394288
1548689857.797975368 0.0631096822 0.0272865743 1.2259482077 -0.4474599490 -0.4520357118 -0.5656125731 0.5249054451
1548689857.806308368 0.0583396463 0.0269884360 1.2236677496 -0.4471527366 -0.4509983728 -0.5659116946 0.5257364852
1548689857.814641368 0.0537986430 0.0264732253 1.2213408847 -0.4464221028 -0.4512291898 -0.5665506933 0.5254710613
1548689857.822974368 0.0489603250 0.0261034433 1.2190934838 -0.4461183732 -0.4509964461 -0.5668134014 0.5256454801
1548689857.831308368 0.0438213901 0.0257494438 1.2168880551 -0.4462110523 -0.4502670184 -0.5675061858 0.5254446098
1548689857.839641368 0.0386532008 0.0254755027 1.2147155783 -0.4467016794 -0.4503775748 -0.5667331882 0.5257671948
1548689857.847974368 0.0330770422 0.0254556571 1.2125173304 -0.4475220602 -0.4496677467 -0.5676138072 0.5247261087
1548689857.856308368 0.0278499148 0.0254874306 1.2101624999 -0.4470446434 -0.4491477373 -0.5682108083 0.5249322569
1548689857.864641368 0.0221300227 0.0252330936 1.2080519223 -0.4481861091 -0.4488963538 -0.5675102485 0.5249317984
1548689857.872975368 0.0166746266 0.0252644760 1.2057550779 -0.4477061648 -0.4493681306 -0.5681201805 0.5242775350
1548689857.881308368 0.0109437110 0.0253690928 1.2033719565 -0.4476531551 -0.4487471989 -0.5679199800 0.5250709482
1548689857.889641368 0.0048428999 0.0254976383 1.2011616646 -0.4482524719 -0.4475312859 -0.5679368917 0.5255788776
1548689857.897975368 -0.0013840699 0.0256624452 1.1987897853 -0.4485594037 -0.4465626247 -0.5683294838 0.5257165409
1548689857.906308368 -0.0075815691 0.0257712112 1.1964860976 -0.4489143890 -0.4456476632 -0.5682793770 0.5262438420
1548689857.914641368 -0.0144341372 0.0263449444 1.1939407726 -0.4494872305 -0.4437591257 -0.5696327281 0.5258874624
1548689857.922975368 -0.0211487054 0.0266951123 1.1917910815 -0.4506844782 -0.4425025743 -0.5691061319 0.5264913897
1548689857.931308368 -0.0279694336 0.0270054825 1.1895124482 -0.4515150400 -0.4410528482 -0.5694897231 0.5265814363
1548689857.939641368 -0.0349939880 0.0275691698 1.1871901868 -0.4524892675 -0.4395758899 -0.5697276739 0.5267227708
1548689857.947974368 -0.0422330616 0.0279002832 1.1850467374 -0.4538822226 -0.4383311773 -0.5692924814 0.5270320461
1548689857.956308368 -0.0495333766 0.0283733880 1.1828210776 -0.4550476039 -0.4368053369 -0.5690894921 0.5275129627
1548689857.964641368 -0.0570272198 0.0289047051 1.1806759726 -0.4563505348 -0.4359437392 -0.5689171252 0.5272860232
1548689857.972974368 -0.0646492138 0.0295000530 1.1784698816 -0.4575144375 -0.4346981076 -0.5687842001 0.5274491714
1548689857.981308368 -0.0724355531 0.0301382636 1.1763930751 -0.4587926446 -0.4329253443 -0.5688314607 0.5277458904
1548689857.989641368 -0.0801358534 0.0310452350 1.1739366527 -0.4588387284 -0.4308486924 -0.5690054327 0.5292156868
1548689857.997975368 -0.0883843214 0.0314916256 1.1721962662 -0.4609723081 -0.4296993176 -0.5688523683 0.5284600370
1548689858.006308368 -0.0964496922 0.0320679753 1.1701870158 -0.4619791132 -0.4281946864 -0.5685602936 0.5291160573
1548689858.014641368 -0.1047752938 0.0328183781 1.1682174501 -0.4635566702 -0.4264499604 -0.5685433802 0.5291635566
1548689858.022975368 -0.1129316847 0.0336102778 1.1660385695 -0.4636183293 -0.4241266903 -0.5687442811 0.5307584554
1548689858.031308368 -0.1217326133 0.0343197086 1.1641331372 -0.4658645255 -0.4218572066 -0.5685382835 0.5308210257
1548689858.039641368 -0.1302162948 0.0351536098 1.1620780435 -0.4662476764 -0.4194271591 -0.5684480442 0.5325042568
1548689858.047975368 -0.1393108808 0.0359461809 1.1602476634 -0.4678873455 -0.4169045053 -0.5687590430 0.5327149486
1548689858.056308368 -0.1482999886 0.0368002930 1.1582825453 -0.4690512868 -0.4138498681 -0.5692773978 0.5335189044
1548689858.064641368 -0.1575242134 0.0378834694 1.1563595533 -0.4701059942 -0.4104180673 -0.5703177938 0.5341301137
1548689858.072974368 -0.1667524745 0.0385905837 1.1547598158 -0.4716180547 -0.4077333749 -0.5703001087 0.5348716589
1548689858.081308368 -0.1762174604 0.0397271993 1.1529477702 -0.4722547027 -0.4031711034 -0.5721625854 0.5357784365
1548689858.089641368 -0.1853432008 0.0406520538 1.1510897187 -0.4722934314 -0.4003206114 -0.5738785602 0.5360463794
1548689858.097974368 -0.1952267228 0.0416054931 1.1494894388 -0.4738187160 -0.3967625488 -0.5741855707 0.5370160469
1548689858.106308368 -0.2048013691 0.0427773554 1.1479992022 -0.4746563627 -0.3930329623 -0.5760489065 0.5370233562
1548689858.114641368 -0.2144851691 0.0439335075 1.1464870266 -0.4749456161 -0.3890007078 -0.5786683992 0.5368873203
