# trajectory
# file: 'dataset-seq7.bag'
# topic: '/vrpn_client/raw_transform'
# timestamp tx ty tz qx qy qz qw
1548689813.520247518 0.2534731811 0.1613325858 1.3105344256 -0.4406353698 -0.5337670358 -0.4641808602 0.5526928183
1548689813.528580518 0.2540854360 0.1605962121 1.3103040998 -0.4401962788 -0.5331809917 -0.4647519929 0.5531282413
1548689813.536913518 0.2547151328 0.1597812732 1.3101101000 -0.4396250822 -0.5332771974 -0.4655361186 0.5528302995
1548689813.545247518 0.2553250754 0.1590448320 1.3098643981 -0.4391486793 -0.5332187361 -0.4664960615 0.5524560087
1548689813.553580518 0.2559891444 0.1582864207 1.3096714449 -0.4384072097 -0.5326907909 -0.4671931196 0.5529649435
1548689813.561913518 0.2565832588 0.1574510840 1.3095094468 -0.4378911948 -0.5323577407 -0.4674173023 0.5535048355
1548689813.570247518 0.2572418996 0.1566731805 1.3093210404 -0.4372936327 -0.5320658227 -0.4680432390 0.5537289640
1548689813.578580518 0.2578334679 0.1558935035 1.3090800968 -0.4366193050 -0.5320692590 -0.4686131276 0.5537757874
1548689813.586913518 0.2584801884 0.1551449020 1.3088447211 -0.4359168716 -0.5317110139 -0.4690859376 0.5542727324
1548689813.595246518 0.2591983717 0.1542775889 1.3087573434 -0.4352436091 -0.5319104532 -0.4691336633 0.5545699923
1548689813.603580518 0.2598538846 0.1535047810 1.3086538302 -0.4345622602 -0.5321476645 -0.4693479707 0.5546954006
1548689813.611913518 0.2603613149 0.1527364744 1.3084109864 -0.4340166420 -0.5322311375 -0.4700310221 0.5544640737
1548689813.620246518 0.2609561686 0.1519054198 1.3082285614 -0.4333655244 -0.5323375386 -0.4702621979 0.5546751594
1548689813.628580518 0.2616082650 0.1510869931 1.3080951887 -0.4327640801 -0.5324483187 -0.4703784327 0.5549397885
1548689813.636913518 0.2622051220 0.1502580053 1.3079569680 -0.4322626240 -0.5325666233 -0.4704937338 0.5551193225
1548689813.645247518 0.2627371161 0.1494004474 1.3077389512 -0.4318570682 -0.5329084585 -0.4707339186 0.5549032577
1548689813.653580518 0.2633332835 0.1485321007 1.3075952319 -0.4314411178 -0.5328710444 -0.4708977704 0.5551236815
1548689813.661913518 0.2638442276 0.1476098286 1.3073587311 -0.4309840131 -0.5325923754 -0.4710881704 0.5555844471
1548689813.670247518 0.2644610489 0.1466469272 1.3072452399 -0.4306448618 -0.5325062927 -0.4708282362 0.5561500007
1548689813.678580518 0.2649198166 0.1457452718 1.3069662485 -0.4302790664 -0.5323962654 -0.4710776393 0.5563272413
1548689813.686913518 0.2654696790 0.1448558573 1.3067687303 -0.4299002165 -0.5321056086 -0.4718246386 0.5562651666
1548689813.695247518 0.2659412086 0.1439132604 1.3065289028 -0.4296760880 -0.5317417051 -0.4720465197 0.5565979713
1548689813.703580518 0.2663727957 0.1429507395 1.3062644899 -0.4296864008 -0.5313250744 -0.4720981920 0.5569439464
1548689813.711913518 0.2668211107 0.1419207046 1.3060332277 -0.4295665944 -0.5312940812 -0.4719973353 0.5571513760
1548689813.720246518 0.2671953271 0.1409361255 1.3057737192 -0.4293610367 -0.5307882270 -0.4728224551 0.5570923480
1548689813.728580518 0.2674544764 0.1399705238 1.3057008231 -0.4298315380 -0.5295573592 -0.4722801275 0.5583595020
1548689813.736913518 0.2680716763 0.1388155918 1.3054406032 -0.4294818178 -0.5302955813 -0.4729089940 0.5573948761
1548689813.745246518 0.2682175661 0.1378043529 1.3052937659 -0.4301437560 -0.5292265492 -0.4729224280 0.5578888651
1548689813.753580518 0.2687674727 0.1366936538 1.3049890940 -0.4296993097 -0.5294607802 -0.4737174914 0.5573343017
1548689813.761913518 0.2689332483 0.1356348555 1.3047564651 -0.4300492648 -0.5281450515 -0.4734902060 0.5585046635
1548689813.770247518 0.2692658089 0.1345019870 1.3045396594 -0.4302585215 -0.5278700035 -0.4737729676 0.5583637159
1548689813.778580518 0.2695767071 0.1333503512 1.3042434763 -0.4304431715 -0.5272945102 -0.4740572129 0.5585238890
1548689813.786913518 0.2699833670 0.1321680094 1.3040403338 -0.4305676697 -0.5266204288 -0.4743046032 0.5588537815
1548689813.795247518 0.2705191651 0.1308037803 1.3035490683 -0.4302640197 -0.5276496134 -0.4751013208 0.5574383319
1548689813.803580518 0.2705739594 0.1297459422 1.3034205334 -0.4309678695 -0.5256423700 -0.4747443395 0.5590926636
1548689813.811913518 0.2708482182 0.1285275208 1.3029837011 -0.4311463183 -0.5250215436 -0.4751161076 0.5592225990
1548689813.820247518 0.2712455041 0.1272380290 1.3027396829 -0.4314003074 -0.5245033118 -0.4751437089 0.5594895052
1548689813.828580518 0.2715485057 0.1259600517 1.3023823045 -0.4316576504 -0.5240841182 -0.4753847866 0.5594790564
1548689813.836913518 0.2718405668 0.1247017079 1.3019925413 -0.4319686678 -0.5232726912 -0.4752469896 0.5601152199
1548689813.845246518 0.2721332528 0.1234381436 1.3016058987 -0.4321674974 -0.5226115932 -0.4754258492 0.5604271931
1548689813.853580518 0.2724926773 0.1220750878 1.3012318514 -0.4326189500 -0.5231447884 -0.4750143527 0.5599301199
1548689813.861913518 0.2728120613 0.1207951904 1.3009243302 -0.4330169444 -0.5228123867 -0.4749974534 0.5599472774
1548689813.870246518 0.2731430871 0.1195060778 1.3005769978 -0.4333470929 -0.5222421484 -0.4745522311 0.5606011198
1548689813.878580518 0.2733903971 0.1182887190 1.3000726075 -0.4336175595 -0.5216515944 -0.4749064756 0.5606418336
1548689813.886913518 0.2736953347 0.1170272331 1.2996977902 -0.4343093071 -0.5215650304 -0.4747973489 0.5602792360
1548689813.895247518 0.2739180600 0.1156788162 1.2993581865 -0.4352060559 -0.5212957907 -0.4736596889 0.5607966535
1548689813.903580518 0.2741658394 0.1143950697 1.2989295586 -0.4357216703 -0.5207284378 -0.4731474665 0.5613554979
1548689813.911913518 0.2744163281 0.1131682848 1.2985188134 -0.4364487042 -0.5200849155 -0.4726834560 0.5617780342
1548689813.920247518 0.2746134852 0.1118775643 1.2980931131 -0.4371840374 -0.5204180330 -0.4717885650 0.5616500140
1548689813.928580518 0.2748106537 0.1106173690 1.2977587235 -0.4381410022 -0.5201620895 -0.4710874550 0.5617298930
1548689813.936913518 0.2749948975 0.1093317086 1.2973968177 -0.4390730022 -0.5199667142 -0.4705924806 0.5615979274
1548689813.945247518 0.2751257745 0.1080402603 1.2969783978 -0.4399094298 -0.5196721448 -0.4701644154 0.5615745525
1548689813.953580518 0.2752672249 0.1067852345 1.2966154720 -0.4407954733 -0.5193397529 -0.4696876009 0.5615862617
1548689813.961913518 0.2754287314 0.1054780876 1.2962610353 -0.4416077631 -0.5190714289 -0.4694755038 0.5613734823
1548689813.970246518 0.2755962577 0.1042022626 1.2959005307 -0.4422807577 -0.5186688168 -0.4694285578 0.5612550391
1548689813.978580518 0.2757405409 0.1028889636 1.2955354691 -0.4430808065 -0.5184834286 -0.4692475395 0.5609465927
